汉字,字符集,拆分2,拆分3,拆分3,标记,完成
嫓,3,女 刀 内 比,,,,
嫔,2,女 宾,,,,
嫕,3,女 悘,,,,
嫖,2,女 票,,,,
嫗,3,女 區,,,,
嫘,2,女 累,,,,
嫙,3,女 旋,,,,
嫚,3,女 曼,,,,
嫛,3,殹 女,,,,
嫜,2,女 章,,,,
嫝,3,女 康,,,,
嫞,3,女 庸,,,,
嫟,3,女 匿,,,,
嫠,2,未 攵 厂 女,,,,
嫡,1,女 啇,,,,
嫢,3,規 女,,,,
嫣,2,女 焉,,,,
嫤,3,女 堇,,,,
嫥,3,女 專,,,,
嫦,2,女 常,,,,
嫧,3,女 責,,,,
嫨,3,女 革 大,,,,
嫩,1,女 敕,,,,
嫪,3,女 翏,,,,
嫫,2,女 莫,,,,
嫬,3,女 庶,,,,
嫭,3,女 虖,,,,
嫮,3,女 雩,,,,
嫯,3,敖 女,,,,
嫰,3,女 欶,,,,
嫱,2,女 啬,,,,
嫲,3,,,,,
嫳,3,敝 女,,,,
嫴,3,女 辜,,,,
嫵,3,女 無,,,,
嫶,3,女 焦,,,,
嫷,3,女 隋,,,,
嫸,3,女 善,,,,
嫹,3,女 黃,,,,
嫺,3,女 閒,,,,
嫻,3,女 閑,,,,
嫼,3,女 墨,,,,
嫽,3,女 尞,,,,
嫾,3,女 粦,,,,
嫿,3,女 畫,,,,
嬀,3,女 爲,,,,
嬁,3,女 登,,,,
嬂,3,女 戠,,,,
嬃,3,須 女,,,,
嬄,3,,,,,
嬅,3,女 華,,,,
嬆,3,女 翕,,,,
嬇,3,女 貴,,,,
嬈,3,女 堯,,,,
嬉,2,女 喜,,,,
嬊,3,廿 北 口 女,,,,
嬋,3,女 單,,,,
嬌,3,女 喬,,,,
嬍,3,女 彳 山 一 王 攴,女 彳 山 一 王 攵,,,
嬎,3,女 免 生,,,,
嬏,3,女 番,,,,
嬐,3,女 僉,,,,
嬑,3,女 意,,,,
嬒,3,女 會,,,,
嬓,3,女 敫,,,,
嬔,3,女 免 生,,,,
嬕,3,女 睪,,,,
嬖,2,辟 女,,,,
嬗,2,女 亶,,,,
嬘,3,女 遂,,,,
嬙,3,女 嗇,,,,
嬚,3,女 廉,,,,
嬛,3,女 睘,,,,
嬜,3,,,,,
嬝,3,女 裊,,,,
嬞,3,女 董,,,,
嬟,3,女 義,,,,
嬠,3,女 喿,,,,
嬡,3,女 愛,,,,
嬢,3,女 六 井 一 ?,,,,
嬣,3,女 寧,,,,
嬤,3,女 麻 幺,,,,
嬥,3,女 翟,,,,
嬦,3,女 壽,,,,
嬧,3,女 盡,,,,
嬨,3,女 慈,,,,
嬩,3,女 與,,,,
嬪,3,女 賓,,,,
嬫,3,,,,,
嬬,3,女 需,,,,
嬭,3,女 爾,,,,
嬮,3,厭 女,,,,
嬯,3,女 臺,,,,
嬰,3,貝 貝 女,,,,
嬱,3,漸 女,,,,
嬲,2,男 女 男,,,,
嬳,3,,,,,
嬴,2,亡 口 月 女 凡,,,,
嬵,3,女 綿,,,,
嬶,3,,,,,
嬷,2,女 麽,,,,
嬸,3,女 審,,,,
嬹,3,女 興,,,,
嬺,3,女 慝,,,,
嬻,3,女 賣,,,,
嬼,3,女 劉,,,,
嬽,3,,,,,
嬾,3,女 賴,,,,
嬿,3,女 燕,,,,
孀,2,女 霜,,,,
孁,3,霝 女,,,,
孂,3,女 簋,,,,
孃,3,女 襄,,,,
孄,3,女 闌,,,,
孅,3,女 韱,,,,
孆,3,女 嬰,,,,
孇,3,女 雙,,,,
孈,3,女 巂,,,,
孉,3,女 雚,,,,
孊,3,女 靡,,,,
孋,3,女 麗,,,,
孌,3,絲 言 女,糸 言 糸 女,? 女,,
孍,3,女 嚴,,,,
孎,3,女 屬,,,,
孏,3,女 蘭,,,,
子,1,了 一,,,,
孑,2,了 丿,,,,
孒,3,了 一,,,,
孓,2,了 乀,,,,
孔,1,子 乙,,,,
孕,1,乃 子,,,,
孖,3,子 子,,,,
字,1,宀 子,,,,
存,1,一 人 子,一 亻 子,,,
孙,1,子 小,,,,
孚,2,爪 子,爫 子,,,
孛,2,十 冖 子,,,,
孜,1,子 攴,子 攵,,,
孝,1,老 子,耂 子,,,
孞,3,子 心,,,,
孟,1,子 皿,,,,
孠,3,司 子,,,,
孡,3,子 台,,,,
孢,2,子 包,,,,
季,1,禾 子,,,,
孤,1,子 瓜,,,,
孥,2,奴 子,,,,
学,1,小 冖 子,,,,
孧,3,,,,,
孨,3,子 子 子,,,,
孩,1,子 亥,,,,
孪,1,亦 子,,,,
孫,3,子 系,,,,
孬,2,不 好,,,,
孭,3,子 貝,,,,
孮,3,子 宗,,,,
孯,3,臣 又 子,,,,
孰,1,享 丸,,,,
孱,2,尸 孨,尸 子 子 子,,,
孲,3,子 亞,,,,
孳,2,兹 子,,,,
孴,3,孨 日,,,,
孵,1,卵 孚,,,,
孶,3,茲 子,,,,
孷,3,未 攵 厂 子,,,,
學,3,臼 爻 冖 子,?? 子,,,
孹,3,辟 子,,,,
孺,1,子 需,,,,
孻,3,子 盡,,,,
孼,3,辥 子,,,,
孽,1,薛 子,,,,
孾,3,子 嬰,,,,
孿,3,絲 言 子,糸 言 糸 子,? 子,,
宀,2,丶 冖,,,,
宁,1,宀 丁,,,,
宂,3,宀 几,,,,
它,1,宀 匕,,,,
宄,2,宀 九,,,,
宅,1,宀 乇,,,,
宆,3,宀 弓,,,,
宇,1,宀 于,,,,
守,1,宀 寸,,,,
安,1,宀 女,,,,
宊,3,宀 犬,,,,
宋,1,宀 木,,,,
完,1,宀 元,,,,
宍,3,宀 六,,,,
宎,3,宀 夭,,,,
宏,1,宀 厷,,,,
宐,3,宀 彑,,,,
宑,3,宀 井,,,,
宒,3,宀 毛,,,,
宓,2,宀 必,,,,
宔,3,宀 主,,,,
宕,2,宀 石,,,,
宖,3,宀 弘,,,,
宗,1,宀 示,,,,
官,1,宀 ?,,,,
宙,1,宀 由,,,,
定,1,宀 疋,,,,
宛,1,宀 夗,,,,
宜,1,宀 且,,,,
宝,1,宀 玉,,,,
实,1,宀 头,,,,
実,3,宀 二 大,,,,
宠,1,宀 龙,,,,
审,1,宀 申,,,,
客,1,宀 各,,,,
宣,1,宀 亘,,,,
室,1,宀 至,,,,
宥,2,宀 有,,,,
宦,1,宀 臣,,,,
宧,3,,,,,
宨,3,宀 兆,,,上下结构,完成
宩,3,宀 米,,,上下结构,完成
宪,1,宀 先,,,上下结构,完成
宫,1,宀 吕,,,上下结构,完成
宬,3,宀 成,,,上下结构,完成
宭,3,宀 君,,,上下结构,完成
宮,3,宀 呂,,,上下结构,完成
宯,3,宀 孝,,,上下结构,完成
宰,1,宀 辛,,,上下结构,完成
宱,3,宀 作,,,上下结构,完成
宲,3,宀 呆,,,上下结构,完成
害,1,宀 丰 口,,,,
宴,1,宀 妟,,,上下结构,完成
宵,1,宀 肖,,,上下结构,完成
家,1,宀 豕,,,上下结构,完成
宷,3,宀 釆,,,上下结构,完成
宸,2,宀 辰,,,上下结构,完成
容,1,宀 谷,,,上下结构,完成
宺,3,宀 口 一 川,向 一 川,,,
宻,3,宀 又 丷 山,,,,
宼,3,宀 元 女,,,,
宽,1,宀 草 见,宀 艸 见,宀 艹 见,,
宾,1,宀 兵,,,,
宿,1,宀 人 百,宀 亻 百,,,
寀,3,宀 采,,,,
寁,3,宀 疌,,,,
寂,1,宀 叔,,,,
寃,3,宀 兔,,,,
寄,1,宀 奇,,,,
寅,1,宀 一 由 八,,,,
密,1,宀 必 山,宓 山,,,
寇,1,宀 元 攴,,,,
寈,3,宀 青,,,,
寉,3,宀 隹,,,,
寊,3,宀 貞,,,,
寋,3,宀 井 大,,,,
富,1,宀 畐,,,,
寍,3,宀 心 皿,,,,
寎,3,宀 爿 丙,,,,
寏,3,宀 奐,,,,
寐,1,宀 爿 未,,,,
寑,3,宀 侵,,,,
寒,1,宀 井 大 冰,宀 井 大 冫,,,
寓,1,宀 禺,,,,
寔,3,宀 是,,,,
寕,3,宀 一 丶 目 丁,宀 一 丶 罒 丁,,,
寖,3,宀 浸,,,,
寗,3,宓 冉,,,,
寘,3,宀 真,,,,
寙,3,宀 瓜 瓜,,,,
寚,3,宀 王 缶,,,,
寛,3,宀 艹 見,,,,
寜,3,宀 心 皿 亅,,,,
寝,1,宀 丬 彐 冖 又,,,,
寞,1,宀 莫,,,,
察,1,宀 祭,,,,
寠,3,宀 婁,,,,
寡,1,宀 直 分,,,,
寢,3,宀 爿 彐 冖 又,,,,
寣,3,宀 爿 言,,,,
寤,2,宀 爿 吾,,,,
寥,1,宀 翏,,,,
實,3,宀 貫,,,,
寧,3,宀 心 皿 丁,,,,
寨,1,宀 一 共 木,宀 井 大 木,,,
審,3,宀 番,,,,
寪,3,宀 為,,,,
寫,3,宀 舄,,,,
寬,3,宀 草 見 丶,宀 艸 見 丶,宀 艹 見 丶,,
寭,3,宀 惠,,,,
寮,2,宀 尞,,,,
寯,3,宀 雋,,,,
寰,2,宀 睘,,,,
寱,3,宀 爿 臬,,,,
寲,3,宀 疑,,,,
寳,3,宀 王 尔 貝,,,,
寴,3,宀 親,,,,
寵,3,宀 龍,,,,
寶,3,宀 王 缶 貝,宀 玉 缶 貝,,,
寷,3,宀 豐,,,,
寸,1,一 亅 丶,,,,
对,1,又 寸,,,,
寺,1,土 寸,,,,
寻,1,彐 寸,,,,
导,1,巳 寸,,,,
寽,3,爫 寸,,,,
対,3,文 寸,,,,
寿,1,丰 寸,,,,
尀,3,叵 寸,,,,
封,1,圭 寸,,,,
専,3,一 由 寸,,,,
尃,3,甫 寸,,,,
射,1,身 寸,,,,
尅,3,克 寸,,,,
将,1,爿 肉 寸 將,丬 夕 寸,,,
將,3,爿 肉 寸,爿 月 寸,爿 夕 寸,,
專,3,叀 寸,一 由 厶 寸,,,
尉,1,尸 示 寸,,,,
尊,1,酋 寸,,,,
尋,3,彐 工 口 寸,,,,
尌,3,壴 寸,,,,
對,3,业 羊 寸,,,,
導,3,道 寸,,,,
小,1,,,,独体字,完成
尐,3,小 乀,,,,
少,1,小 丿,,,,
尒,3,人 小,,,,
尓,3,丿 一 小,,,,
尔,1,刀 小,丿 乛 亅 八,,,
尕,2,乃 小,,,,
尖,1,小 大,,,,
尗,3,上 小,,,,
尘,1,小 土,,,,
尙,3,小 冋,小 冂 口,,,
尚,1,小 冂 口,,,,
尛,3,小 小 小,,,,
尜,2,小 大 小,,,,
尝,1,小 冖 云,,,,
尞,3,昚 小,,,,
尟,3,是 少,,,,
尠,3,甚 少,,,,
尡,3,光 昆,,,左右结构,完成
尢,2,一 人,一 丿 乚,,,
尣,3,八 儿,,,,
尤,1,尢 丶,一 丿 乚 丶,,,
尥,2,尢 勺,,,,
尦,3,尣 勺,,,,
尧,1,□ 兀,,,,
尨,3,尤 彡,,,,
尩,3,尣 王,,,,
尪,3,尢 王,,,,
尫,3,兀 王,,,,
尬,2,尢 介,,,,
尭,3,卉 兀,,,,
尮,3,尢 朶,,,,
尯,3,尢 危,,,,
尰,3,尢 重,,,,
就,1,京 尤,,,,
尲,3,尢 兼,,,,
尳,3,尢 骨,,,,
尴,2,尢 监,,,,
尵,3,尢 貴,,,,
尶,3,兀 監,,,,
尷,3,尢 監,,,,
尸,1,? 一 丿,,,,
尹,1,尸 一,彐 丿,,,
尺,1,尸 乀,,,,
尻,2,尸 九,,,,
尼,1,尸 匕,,,,
尽,1,尺 冰,尺 冫,,,
尾,1,尸 毛,,,,
尿,1,尸 水,,,,
局,1,尸 ? 口,,,,
屁,1,尸 比,,,,
层,1,尸 云,,,,
屃,3,尸 贝,,,,
屄,3,尸 穴,,,,
居,1,尸 古,,,,
屆,3,尸 凵 士,,,,
屇,3,尸 田,,,,
屈,1,尸 出,,,,
屉,1,尸 世,,,,
届,1,尸 由,,,,
屋,1,尸 至,,,,
屌,3,尸 吊,,,,
屍,3,尸 死,,,,
屎,1,尸 米,,,,
屏,1,尸 并,,,,
屐,2,尸 彳 支,,,,
屑,1,尸 肖,,,,
屒,3,尸 辰,,,,
屓,3,尸 貝,,,,
屔,3,丘 尼,,,,
展,1,尸 ? ?,,,,
屖,3,尸 辛,,,,
屗,3,,,,,
屘,3,尾 子,,,,
屙,2,尸 阿,,,,
屚,3,尸 雨,,,,
屛,3,尸 幷,,,,
屜,3,尸 彳 世,,,,
屝,3,尸 非,,,,
属,1,尸 禹,,,,
屟,3,尸 枼,,,,
屠,1,尸 者,,,,
屡,1,尸 娄,,,,
屢,3,尸 婁,,,,
屣,2,尸 徙,,,,
層,3,尸 曽,尸 曾,,,
履,1,尸 復,,,,
屦,2,尸 彳 娄,,,,
屧,3,尸 彳 枼,,,,
屨,3,尸 彳 婁,,,,
屩,3,尸 彳 喬,,,,
屪,3,尸 尞,,,,
屫,3,尸 爿 喬,,,,
屬,3,尸 二 丨 二 蜀,,,,
屭,3,尸 贔,,,,
屮,2,凵 丨,,,,
屯,1,丿 凵 乚,,,,
屰,3,丷 一 山,丷 一 屮,,,
山,1,凵 丨,,,,
屲,3,,,,,
屳,3,入 山,,,,
屴,3,山 力,,,,
屵,3,山 厂,,,,
屶,3,山 刀,,,,
屷,3,山 乃,,,,
屸,3,山 工,,,,
屹,1,山 乞,,,,
屺,2,山 己,,,,
屻,3,山 刃,,,,
屼,3,山 兀,,,,
屽,3,山 干,,,,
屾,3,山 山,,,,
屿,1,山 与,,,,
岀,3,山 山,,,,
岁,1,山 夕,,,,
岂,1,山 己,,,,
岃,3,山 刃,,,,
岄,3,山 月,,,,
岅,3,山 反,,,,
岆,3,山 夭,,,,
岇,3,山 卬,,,,
岈,2,山 牙,,,,
岉,3,山 勿,,,,
岊,3,巴 山,,,,
岋,3,山 及,,,,
岌,2,山 及,,,,
岍,2,山 开,,,,
岎,3,山 分,,,,
岏,3,山 元,,,,
岐,2,山 支,,,,
岑,2,山 今,,,,
岒,3,山 今,,,,
岓,3,山 斤,,,,
岔,1,分 山,,,,
岕,3,山 介,,,,
岖,2,山 区,,,,
岗,1,山 冈,,,,
岘,2,山 见,,,,
岙,2,夭 山,,,,
岚,2,山 风,,,,
岛,1,勹 丶 勹 山,,,,
岜,2,山 巴,,,,
岝,3,山 乍,,,,
岞,3,山 乍,,,,
岟,3,山 央,,,,
岠,3,山 巨,,,,
岡,3,冂 丷 一 山,,,,
岢,2,山 可,,,,
岣,2,山 句,,,,
岤,3,山 穴,,,,
岥,3,山 皮,,,,
岦,3,山 立,,,,
岧,3,山 召,,,,
岨,3,山 且,,,,
岩,1,山 石,,,,
岪,3,山 弗,,,,
岫,2,山 由,,,,
岬,2,山 甲,,,,
岭,1,山 令,,,,
岮,3,山 它,,,,
岯,3,山 丕,,,,
岰,3,山 幼,,,,
岱,2,代 山,,,,
岲,3,山 兄,,,,
岳,1,丘 山,,,,
岴,3,山 丘,,,,
岵,2,山 古,,,,
岶,3,山 白,,,,
岷,2,山 民,,,,
岸,1,山 厈,,,,
岹,3,山 召,,,,
岺,3,山 令,,,,
岻,3,山 氐,,,,
岼,3,山 平,,,,
岽,2,山 东,,,,
岾,3,山 占,,,,
岿,1,山 归,,,,
峀,3,山 田,,,,
峁,2,山 卯,,,,
峂,3,山 冬,,,,
峃,3,小 冖 山,,,,
峄,2,山 又 二 丨,,,,
峅,3,,,,,
峆,3,山 合,,,,
峇,3,山 合,,,,
峈,3,山 各,,,,
峉,3,山 各,,,,
峊,3,戶 乛 一 山,户 乛 一 山,,,
峋,2,山 旬,,,,
峌,3,山 至,,,,
峍,3,山 聿,,,,
峎,3,山 艮,,,,
峏,3,山 而,,,,
峐,3,山 亥,,,,
峑,3,山 全,,,,
峒,2,山 同,,,,
峓,3,山 夷,,,,
峔,3,山 老,,,,
峕,3,山 亠 日,,,,
峖,3,山 安,,,,
峗,3,山 危,,,,
峘,3,山 亘,,,,
峙,1,山 寺,,,,
峚,3,山 圶,,,,
峛,3,山 列,,,,
峜,3,山 企,,,,
峝,3,山 同,,,,
峞,3,山 危,,,,
峟,3,山 有,,,,
峠,3,山 上 下,,,,
峡,1,山 夹,,,,
峢,3,山 列,,,,
峣,3,山 尧,,,,
峤,2,山 乔,,,,
峥,2,山 争,,,,
峦,1,亦 山,,,,
峧,3,山 交,,,,
峨,1,山 我,,,,
峩,3,山 我,,,,
峪,1,山 谷,,,,
峫,3,山 邪,,,,
峬,3,山 甫,,,,
峭,1,山 肖,,,,
峮,3,山 君,,,,
峯,3,山 夆,,,,
峰,1,山 夆,,,,
峱,3,犭 丑 山,,,,
峲,3,山 利,,,,
峳,3,山 攸,,,,
峴,3,山 見,,,,
峵,3,山 宏,,,,
島,3,,,,,
峷,3,山 辛,,,,
峸,3,山 成,,,,
峹,3,余 山,,,,
峺,3,山 更,,,,
峻,1,山 夋,,,,
峼,3,山 告,,,,
峽,3,山 夾,,,,
峾,3,沂 山,,,,
峿,3,山 吾,,,,
崀,3,山 良,,,,
崁,3,山 坎,,,,
崂,2,山 劳,,,,
崃,2,山 来,,,,
崄,3,山 佥,,,,
崅,3,山 角,,,,
崆,2,山 空,,,,
崇,1,山 宗,,,,
崈,3,宗 山,,,,
崉,3,山 沓,,,,
崊,3,山 林,,,,
崋,3,,,,,
崌,3,山 居,,,,
崍,3,山 來,,,,
崎,1,山 奇,,,,
崏,3,山 昏,,,,
崐,3,山 昆,,,,
崑,3,山 昆,,,,
崒,3,山 卒,,,,
崓,3,山 固,,,,
崔,1,山 隹,,,,
崕,3,山 厓,,,,
崖,1,山 厓,,,,
崗,3,山 岡,,,,
崘,3,山 侖,,,,
崙,3,山 侖,,,,
崚,3,山 夌,,,,
崛,2,山 屈,,,,
崜,3,山 垂,,,,
崝,3,山 青,,,,
崞,2,山 享,,,,
崟,3,山 金,,,,
崠,3,山 東,,,,
崡,3,山 函,,,,
崢,3,山 爭,,,,
崣,3,山 委,,,,
崤,2,山 肴,,,,
崥,3,山 卑,,,,
崦,2,山 奄,,,,
崧,2,山 松,,,,
崨,3,,,,,
崩,1,山 朋,,,,
崪,3,山 卒,,,,
崫,3,山 屈,,,,
崬,3,山 東,,,,
崭,1,山 斩,,,,
崮,2,山 固,,,,
崯,3,山 金,,,,
崰,3,,,,,
崱,3,山 則,,,,
崲,3,山 皇,,,,
崳,3,山 俞,,,,
崴,2,山 威,,,,
崵,3,山 昜,,,,
崶,3,山 封,,,,
崷,3,山 酋,,,,
崸,3,山 頁,,,,
崹,3,山 帝,,,,
崺,3,山 施,,,,
崻,3,山 待,,,,
崼,3,山 是,,,,
崽,2,山 思,,,,
崾,2,山 要,,,,
崿,3,山 咢,,,,
嵀,3,山 柱,,,,
嵁,3,山 甚,,,,
嵂,3,山 律,,,,
嵃,3,山 彦,,,,
嵄,3,山 美,,,,
嵅,3,山 咸,,,,
嵆,3,禾 尤 山,,,,
嵇,2,禾 尤 山,,,,
嵈,3,山 爰,,,,
嵉,3,山 亭,,,,
嵊,2,山 乘,,,,
嵋,2,山 眉,,,,
嵌,1,山 甘 欠,,,,
嵍,3,敄 山,,,,
嵎,3,山 禺,,,,
嵏,3,山 凶 八 夂,,,,
嵐,3,山 風,,,,
嵑,3,山 曷,,,,
嵒,3,品 山,,,,
嵓,3,山 品,,,,
嵔,3,山 畏,,,,
嵕,3,山 凶 八 夂,,,,
嵖,3,山 查,,,,
嵗,3,山 戊 丁 丶 丿,,,,
嵘,2,山 荣,,,,
嵙,3,,,,,
嵚,3,山 钦,,,,
嵛,2,山 俞,,,,
嵜,3,,,,,
嵝,2,山 娄,,,,
嵞,3,余 山 山,,,,
嵟,3,山 隹,,,,
嵠,3,山 奚,,,,
嵡,3,山 翁,,,,
嵢,3,山 倉,,,,
嵣,3,山 唐,,,,
嵤,3,火 火 冚,,,,
嵥,3,山 桀,,,,
嵦,3,山 豈,,,,
嵧,3,山 留,,,,
嵨,3,山 烏,,,,
嵩,2,山 高,,,,
嵪,3,山 高,,,,
嵫,2,山 兹,,,,
嵬,2,山 鬼,,,,
嵭,3,山 旁,,,,
嵮,3,山 真,,,,
嵯,2,山 差,,,,
嵰,3,山 兼,,,,
嵱,3,山 容,,,,
嵲,3,山 臬,,,,
嵳,3,山 差,,,,
嵴,2,山 脊,,,,
嵵,3,,,,,
嵶,3,,,,,
嵷,3,山 從,,,,
嵸,3,山 從,,,,
嵹,3,山 強,,,,
嵺,3,山 翏,,,,
嵻,3,山 康,,,,
嵼,3,山 產,,,,
嵽,3,山 帶,,,,
嵾,3,山 參,,,,
嵿,3,山 頂,,,,
嶀,3,山 雩,,,,
嶁,3,山 婁,,,,
嶂,2,山 章,,,,
嶃,3,山 斬,,,,
嶄,3,山 斬,,,,
嶅,3,敖 山,,,,
嶆,3,山 曹,,,,
嶇,3,山 區,,,,
嶈,3,山 將,,,,
嶉,3,山 唯,,,,
嶊,3,山 推,,,,
嶋,3,山 島,,,,
嶌,3,山 島,,,,
嶍,3,山 習,,,,
嶎,3,山 尉,,,,
嶏,3,山 厂 配,,,,
嶐,3,山 隆,,,,
嶑,3,山 象,,,,
嶒,3,山 曾,,,,
嶓,3,山 番,,,,
嶔,3,山 欽,,,,
嶕,3,山 焦,,,,
嶖,3,山 翕,,,,
嶗,3,山 勞,,,,
嶘,3,山 棧,,,,
嶙,2,山 粦,,,,
嶚,3,山 尞,,,,
嶛,3,山 尞,,,,
嶜,3,山 朁,,,,
嶝,2,山 登,,,,
嶞,3,隋 山,,,,
嶟,3,山 尊,,,,
嶠,3,山 喬,,,,
嶡,3,山 厥,,,,
嶢,3,山 堯,,,,
嶣,3,山 焦,,,,
嶤,3,山 堯,,,,
嶥,3,山 厥,,,,
嶦,3,山 詹,,,,
嶧,3,山 睪,,,,
嶨,3,臼 爻 冖 山,?? 山,,,
嶩,3,山 農,,,,
嶪,3,山 業,,,,
嶫,3,山 業,,,,
嶬,3,山 義,,,,
嶭,3,山 戶 乛 一 辛,山 户 乛 一 辛,,,
嶮,3,山 僉,,,,
嶯,3,山 戢,,,,
嶰,3,山 解,,,,
嶱,3,山 葛,,,,
嶲,3,山 雋,,,,
嶳,3,山 豕 土 土,,,,
嶴,3,奧 山,,,,
嶵,3,山 罪,,,,
嶶,3,山 微,,,,
嶷,2,山 疑,,,,
嶸,3,山 榮,,,,
嶹,3,山 壽,,,,
嶺,3,山 領,,,,
嶻,3,山 截,,,,
嶼,3,山 與,,,,
嶽,3,山 獄,,,,
嶾,3,山 ?,,,,
嶿,3,,,,,
巀,3,山 雀 戈,,,,
巁,3,山 厲,,,,
巂,3,山 隹 冏,,,,
巃,3,山 龍,,,,
巄,3,山 龍,,,,
巅,2,山 顛,,,,
巆,3,山 營,,,,
巇,3,山 戲,,,,
巈,3,山 鞠,,,,
巉,3,山 毚,,,,
巊,3,山 嬰,,,,
巋,3,山 歸,,,,
巌,3,山 厳,,,,
巍,1,山 魏,,,,
巎,3,山 夒,,,,
巏,3,山 雚,,,,
巐,3,山 高 昇,,,,
巑,3,山 贊,,,,
巒,3,? 山,,,,
巓,3,山 顚,,,,
巔,3,山 顛,,,,
巕,3,,,,,
巖,3,山 嚴,,,,
巗,3,山 嚴,,,,
巘,3,山 獻,,,,
巙,3,山 夔,,,,
巚,3,山 獻,,,,
巛,2,,,,,
巜,3,,,,,
川,1,,,,,
州,1,,,,,
巟,3,亡 川,,,,
巠,3,一 巛 工,,,,
巡,1,辶 巛,,,,
巢,1,巛 果,,,,
巣,3,小 果,丶 丶 丶 果,,,
巤,3,巛 囗 乂 ?? 丶 丶 ?? 丶 丶 乀,,,,
工,1,,,,,
左,1,一 丿 工,,,,
巧,1,工 丂,工 万,,,
巨,1,匚 乛 一,匸 ? 一,,,
巩,1,工 凡,,,,
巪,3,,,,,
巫,1,工 人 人,,,,
巬,3,,,,,
巭,3,功 夫,,,,
差,1,羊 丿 工,,,,
巯,2,圣 亠 厶 川,圣 巟,圣 ?,,
巰,3,巠 ?,,,,
己,1,? 一 乚,,,,
已,1,? 一 乚,,,,
巳,1,? 一 乚,,,,
巴,1,巳 丨,巳 丶,,,
巵,3,厂 一 巴,,,,
巶,3,召 巳,,,,
巷,1,共 己,,,,
巸,3,,,,,
巹,3,丞 己,,,,
巺,3,巳 巳 一 八,,,,
巻,3,丷 夫 己,?? ?,,,
巼,3,,,,,
巽,2,己 己 共,,,,
巾,1,冂 丨,,,,
巿,3,一 巾,,,,
帀,3,丿 巾,一 巾 巿,,,
币,1,丿 巾,一 巾,,,
市,1,亠 巾,,,,
布,1,一 丿 巾,,,,
帄,3,巾 丁,,,,
帅,1,丨 丿 巾,,,,
帆,1,巾 凡,,,,
帇,3,彐 巾,,,,
师,1,丨 丿 帀,,,,
帉,3,巾 分,,,,
帊,3,巾 巴,,,,
帋,3,氏 巾,,,,
希,1,乂 布,乂 一 丿 巾,,,
帍,3,戶 巾,户 巾,戸 巾,,
帎,3,巾 冘,,,,
帏,2,巾 韦,,,,
帐,1,巾 长,,,,
帑,2,奴 巾,,,,
帒,3,代 巾,,,,
帓,3,巾 末,,,,
帔,2,巾 皮,,,,
帕,1,巾 白,,,,
帖,1,巾 占,,,,
帗,3,巾 犮,,,,
帘,1,穴 巾,,,,
帙,2,巾 失,,,,
帚,1,彐 冖 巾,,,,
帛,1,白 巾,,,,
帜,1,巾 只,,,,
帝,1,亠 丷 冖 巾,,,,
帞,3,巾 百,,,,
帟,3,亦 巾,,,,
帠,3,臼 巾,,,,
帡,3,巾 并,,,,
帢,3,巾 合,,,,
帣,3,丷 夫 巾,?? 巾,,,
帤,3,如 巾,,,,
帥,3,戶 乛 一 巾,户 乛 一 巾,,,
带,1,卅 冖 巾,,,,
帧,1,巾 贞,,,,
帨,3,巾 兑,,,,
帩,3,巾 肖,,,,
帪,3,巾 辰,,,,
師,3,戶 乛 一 帀,户 乛 一 帀,,,
帬,3,尹 吊,,,,
席,1,广 廿 巾,,,,
帮,1,邦 巾,,,,
帯,3,丗 冖 巾,,,,
帰,3,,,,,
帱,2,巾 寿,,,,
帲,3,巾 幷,,,,
帳,3,巾 長,,,,
帴,3,巾 戔,,,,
帵,3,巾 宛,,,,
帶,3,廿 丿 乚 冖 巾,,,,
帷,2,巾 隹,,,,
常,1,尚 巾,,,,
帹,3,巾 妾,,,,
帺,3,巾 其,,,,
帻,2,巾 责,,,,
帼,2,巾 国,,,,
帽,1,巾 冒,,,,
帾,3,巾 者,,,,
帿,3,巾 侯,,,,
幀,3,巾 貞,,,,
幁,3,巾 頁,,,,
幂,1,冖 日 大 巾,,,,
幃,3,巾 韋,,,,
幄,2,巾 屋,,,,
幅,1,巾 畐,,,,
幆,3,巾 曷,,,,
幇,3,封 巾,,,,
幈,3,巾 屏,,,,
幉,3,,,,,
幊,3,巾 貢,,,,
幋,3,般 巾,,,,
幌,1,巾 晃,,,,
幍,3,巾 舀,,,,
幎,3,巾 冥,,,,
幏,3,巾 家,,,,
幐,3,肉 丷 夫 巾,月 丷 夫 巾,肉 ?? 巾,,
幑,3,彳 山 帀 攴,彳 山 帀 攵,,,
幒,3,巾 悤,,,,
幓,3,巾 參,,,,
幔,2,巾 曼,,,,
幕,1,莫 巾,,,,
幖,3,巾 票,,,,
幗,3,巾 國,,,,
幘,3,巾 責,,,,
幙,3,巾 莫,,,,
幚,3,邦 巾,,,,
幛,2,巾 章,,,,
幜,3,巾 景,,,,
幝,3,巾 單,,,,
幞,2,巾 菐,,,,
幟,3,巾 戠,,,,
幠,3,巾 無,,,,
幡,2,巾 番,,,,
幢,1,巾 童,,,,
幣,3,敝 巾,,,,
幤,3,,,,,
幥,3,,,,,
幦,3,辟 巾,,,,
幧,3,巾 喿,,,,
幨,3,巾 詹,,,,
幩,3,巾 賁,,,,
幪,3,巾 蒙,,,,
幫,3,封 帛,,,,
幬,3,巾 壽,,,,
幭,3,巾 蔑,,,,
